scope,profile,motion,seed,success,minimum_distance_m,oscillatory,maximum_command_reversal_rate_hz,mean_acceleration_jerk_rms_mps3,agent_visible_fraction,all_agents_lost_fraction
multi,legacy,arc,2026181838,0,0.7720380182955174,1,1.923076923076923,16.591299587860707,0.4590643274853801,0.5307017543859649
multi,legacy,arc,2026181839,1,0.5653789261720471,1,5.0,25.537774791652286,0.9963768115942029,0.0
multi,legacy,arc,2026181840,1,0.2928530662496299,1,4.999999999999999,26.576464783949458,0.9913793103448276,0.0
multi,legacy,arc,2026181841,0,0.8314633856663589,1,1.8617021276595744,18.13424767079128,0.46314102564102566,0.5240384615384616
multi,legacy,arc,2026181842,0,2.9500725302096695,1,2.15311004784689,18.713944085923206,0.5109170305676856,0.4672489082969432
multi,legacy,arc,2026181843,1,0.4272455893208522,1,5.252525252525253,26.05344195336785,1.0,0.0
multi,legacy,arc,2026181844,0,0.8338614291557135,1,1.9503546099290778,18.031629254044276,0.45695364238410596,0.5364238410596026
multi,legacy,arc,2026181845,0,1.0793420385654007,1,2.2895622895622894,18.217241737865734,0.45110410094637227,0.5394321766561514
multi,legacy,arc,2026181846,0,1.8770478008026759,1,2.1649484536082473,19.16028789293713,0.4937694704049844,0.48598130841121495
multi,legacy,arc,2026181847,0,1.463675047185702,1,2.4727272727272727,17.719166283955037,0.44519774011299434,0.535593220338983
multi,legacy,arc,2026181848,0,1.2379539527373573,1,1.958041958041958,17.39455669070493,0.4455337690631808,0.5392156862745098
multi,legacy,arc,2026181849,0,2.412769196289587,1,1.9819819819819817,17.873740835175916,0.5,0.4834710743801653
multi,legacy,arc,2026181850,0,0.690825275265708,1,2.0526315789473686,16.76282163316299,0.4492063492063492,0.5428571428571428
multi,legacy,multi_sine,2026281801,0,5.457609374088635,1,1.44,13.956615536798507,0.3569620253164557,0.6379746835443038
multi,legacy,multi_sine,2026281802,0,5.918688180492979,1,1.4325068870523414,15.112555814733588,0.33768494342906874,0.6579634464751958
multi,legacy,multi_sine,2026281803,0,6.262732607479229,1,1.5633423180592991,14.459412956391377,0.3512361466325661,0.6470588235294118
multi,legacy,multi_sine,2026281804,0,2.0422150648876323,1,1.7325227963525838,16.576371578901757,0.40019102196752626,0.5873925501432665
multi,legacy,multi_sine,2026281805,0,3.9000796377433526,1,1.8303571428571428,17.78789987994938,0.4822404371584699,0.5122950819672131
multi,legacy,multi_sine,2026281806,0,2.0279332242765853,1,2.1714285714285713,16.516816431462512,0.49230769230769234,0.5025641025641026
multi,legacy,multi_sine,2026281807,0,5.739937606140724,1,1.7959183673469388,16.82890937219327,0.4540880503144654,0.539622641509434
multi,legacy,multi_sine,2026281808,1,0.5812349049468868,1,4.925373134328358,23.845938376064975,0.9961685823754789,0.0
multi,legacy,multi_sine,2026281809,0,1.0890093994574277,1,1.9526627218934909,15.549218600463151,0.4603174603174603,0.5343915343915344
multi,legacy,multi_sine,2026281810,0,1.654351419227099,1,2.2950819672131146,15.444033546063343,0.535303776683087,0.458128078817734
multi,legacy,multi_sine,2026281811,0,3.369942307497002,1,1.5624999999999998,15.92470257140266,0.4562841530054645,0.5327868852459017
multi,legacy,multi_sine,2026281812,0,4.02561147158423,1,1.6129032258064515,15.141839738882082,0.450070323488045,0.540084388185654
multi,legacy,multi_sine,2026281813,0,5.3351568595724315,1,1.752988047808765,16.83385244415764,0.45141451414514144,0.5461254612546126
multi,legacy,multi_sine,2026281814,0,4.739406116476096,1,1.8779342723004695,13.289159149624235,0.5236051502145923,0.4592274678111588
multi,legacy,multi_sine,2026281815,0,2.567846214787224,1,1.1548556430446193,14.064244314698941,0.35328345802161265,0.6384039900249376
multi,legacy,multi_sine,2026281816,0,3.707443385301829,1,2.315270935960591,13.43382362853513,0.5246636771300448,0.452914798206278
multi,legacy,multi_sine,2026281817,0,1.9568407390391962,1,1.8918918918918919,16.469945855348858,0.43414634146341463,0.5609756097560976
multi,legacy,multi_sine,2026281818,0,5.037241407229802,1,2.28310502283105,15.165545213381812,0.5174337517433751,0.47280334728033474
multi,legacy,multi_sine,2026281819,0,6.370486056409656,1,1.3623978201634876,13.572260564027049,0.3281653746770026,0.6666666666666666
multi,legacy,multi_sine,2026281820,0,4.810410708844763,1,1.759656652360515,16.126572094206285,0.4505928853754941,0.5454545454545454
multi,legacy,multi_sine,2026281821,0,3.538444498127028,1,1.542056074766355,16.980453685871428,0.40883190883190884,0.5897435897435898
multi,legacy,multi_sine,2026281822,0,6.869686977609568,1,2.4034334763948495,17.00747724189289,0.48616600790513836,0.5059288537549407
multi,legacy,multi_sine,2026281823,0,8.956278554376238,1,1.7204301075268815,15.036102342472262,0.34778911564625853,0.6479591836734694
multi,legacy,multi_sine,2026281824,0,2.1744013289780306,1,1.5666666666666667,15.417469228996792,0.39895833333333336,0.59375
multi,legacy,multi_sine,2026281825,0,2.583875110816879,1,1.3586956521739129,16.60936295038752,0.4493464052287582,0.5441176470588235
multi,legacy,multi_sine,2026281826,0,3.1201566088879122,1,1.7788461538461537,15.412005134304346,0.5073099415204678,0.4868421052631579
